Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,Ligue,Saison,Home_form,Away_form,Home_avg_scored,Home_avg_conceded,Away_avg_scored,Away_avg_conceded,Form_diff,Avg_scored_diff,Avg_conceded_diff
2022-09-02,Celta,Cadiz,3,0,H,0,0,D,9,7,5,0,2,2,1,2,0,0,LL,22_23,7,4,1.0,1.6,0.4,1.6,3,0.6,0.0
2022-09-03,Mallorca,Girona,1,1,D,0,0,D,10,10,4,4,6,3,4,2,0,0,LL,22_23,10,3,1.4,0.6,1.0,1.0,7,0.3999999999999999,-0.4
2022-09-03,Sociedad,Ath Madrid,1,1,D,0,1,A,12,15,5,7,7,7,5,4,0,0,LL,22_23,9,10,1.2,1.4,1.4,0.8,-1,-0.19999999999999996,0.5999999999999999
2022-09-03,Real Madrid,Betis,2,1,H,1,1,D,22,8,4,4,9,2,0,1,0,0,LL,22_23,11,13,2.0,0.8,1.6,0.2,-2,0.3999999999999999,0.6000000000000001
2022-09-03,Sevilla,Barcelona,0,3,A,0,2,A,9,18,4,7,4,4,2,4,0,0,LL,22_23,5,8,1.0,1.2,1.6,0.6,-3,-0.6000000000000001,0.6
2022-09-03,Chelsea,West Ham,2,1,H,0,0,D,8,6,3,3,10,3,4,2,0,0,PL,23_24,7,4,1.2,1.6,0.4,1.2,3,0.7999999999999999,0.40000000000000013
2022-09-03,Aston Villa,Man City,1,1,D,0,0,D,3,13,1,4,1,4,2,0,0,0,PL,23_24,3,13,0.8,1.8,3.8,1.0,-10,-3.0,0.8
2022-09-03,Wolves,Southampton,1,0,H,1,0,H,7,12,2,1,5,6,4,2,0,0,PL,23_24,3,7,0.4,0.8,1.4,1.8,-4,-0.9999999999999999,-1.0
2022-09-03,Tottenham,Fulham,2,1,H,1,0,H,23,9,10,3,10,3,3,4,0,0,PL,23_24,11,8,2.0,0.8,1.6,1.4,3,0.3999999999999999,-0.5999999999999999
2022-09-03,Nott'm Forest,Bournemouth,2,3,A,2,0,H,11,8,3,3,4,6,2,1,0,0,PL,23_24,4,4,0.4,2.2,0.4,3.2,0,0.0,-1.0
2022-09-03,Newcastle,Crystal Palace,0,0,D,0,0,D,23,19,6,9,13,5,2,1,0,0,PL,23_24,6,5,1.4,1.2,1.4,1.8,1,0.0,-0.6000000000000001
2022-09-03,Brentford,Leeds,5,2,H,2,1,H,14,17,8,6,2,6,2,2,0,0,PL,23_24,6,8,2.0,1.4,1.6,1.0,-2,0.3999999999999999,0.3999999999999999
2022-09-03,Everton,Liverpool,0,0,D,0,0,D,14,23,3,8,7,9,2,2,0,0,PL,23_24,3,8,0.8,1.2,3.0,1.2,-5,-2.2,0.0
2022-09-03,Fiorentina,Juventus,1,1,D,1,1,D,17,4,5,1,10,2,1,3,0,0,SA,22_23,8,8,1.0,0.6,1.2,0.6,0,-0.19999999999999996,0.0
2022-09-03,Milan,Inter,3,2,H,1,1,D,21,16,5,5,2,5,5,2,0,0,SA,22_23,11,12,2.0,0.6,2.4,1.0,-1,-0.3999999999999999,-0.4
2022-09-03,Lazio,Napoli,1,2,A,1,1,D,8,19,2,7,6,8,4,0,0,0,SA,22_23,9,11,1.8,1.2,2.6,0.6,-2,-0.8,0.6
2022-09-04,Ath Bilbao,Espanol,0,1,A,0,0,D,17,9,2,2,4,2,3,2,0,0,LL,22_23,10,3,1.4,0.2,0.8,1.6,7,0.5999999999999999,-1.4000000000000001
2022-09-04,Villarreal,Elche,4,0,H,2,0,H,18,7,10,0,6,4,1,3,0,0,LL,22_23,10,4,1.6,0.4,0.8,1.4,6,0.8,-0.9999999999999999
2022-09-04,Valencia,Getafe,5,1,H,3,0,H,24,7,9,4,9,1,3,6,1,1,LL,22_23,7,2,0.8,0.6,0.4,1.8,5,0.4,-1.2000000000000002
2022-09-04,Brighton,Leicester,5,2,H,2,2,D,23,6,11,4,10,1,1,1,0,0,PL,23_24,10,1,1.2,0.6,1.2,2.2,9,0.0,-1.6
2022-09-04,Cremonese,Sassuolo,0,0,D,0,0,D,10,17,0,7,2,3,1,1,0,0,SA,22_23,0,5,1.0,2.25,0.6,1.6,-5,0.4,0.6499999999999999
2022-09-04,Verona,Sampdoria,2,1,H,2,1,H,17,11,9,3,7,2,2,2,0,0,SA,22_23,3,2,1.4,2.2,0.2,2.0,1,1.2,0.20000000000000018
2022-09-04,Osasuna,Vallecano,2,1,H,0,0,D,13,5,6,3,4,0,2,2,0,0,LL,22_23,6,4,0.8,1.2,1.0,1.6,2,-0.19999999999999996,-0.40000000000000013
2022-09-04,Man United,Arsenal,3,1,H,1,0,H,10,16,6,3,2,5,3,3,0,0,PL,23_24,9,15,1.0,1.4,2.6,0.8,-6,-1.6,0.5999999999999999
2022-09-04,Udinese,Roma,4,0,H,1,0,H,11,12,5,2,3,7,3,2,0,0,SA,22_23,10,13,1.8,1.0,1.8,0.2,-3,0.0,0.8
2022-09-04,Spezia,Bologna,2,2,D,1,1,D,15,13,5,6,7,2,4,1,0,0,SA,22_23,4,5,0.6,2.0,0.8,1.2,-1,-0.20000000000000007,0.8
2022-09-05,Monza,Atalanta,0,2,A,0,0,D,11,13,3,6,4,9,1,1,0,0,SA,22_23,0,10,0.5,2.75,1.4,0.6,-10,-0.8999999999999999,2.15
2022-09-05,Salernitana,Empoli,2,2,D,1,1,D,15,11,4,5,6,7,3,2,0,0,SA,22_23,5,6,1.0,1.2,0.6,0.6,-1,0.4,0.6
2022-09-05,Torino,Lecce,1,0,H,1,0,H,13,10,4,2,4,4,2,1,0,0,SA,22_23,7,2,1.0,1.6,0.75,1.25,5,0.25,0.3500000000000001
2022-09-05,Valladolid,Almeria,1,0,H,0,0,D,14,12,6,1,2,8,1,6,0,0,LL,22_23,1,4,0.6,2.8,1.33,1.33,-3,-0.7300000000000001,1.4699999999999998
2022-09-09,Girona,Valladolid,2,1,H,1,1,D,14,14,5,4,3,12,0,2,0,0,LL,22_23,4,4,1.0,1.0,0.6,2.0,0,0.4,-1.0
2022-09-10,Espanol,Sevilla,2,3,A,1,3,A,19,11,5,7,9,3,3,5,0,1,LL,22_23,5,4,0.8,1.4,0.8,1.6,1,0.0,-0.20000000000000018
2022-09-10,Vallecano,Valencia,2,1,H,1,0,H,14,17,6,4,7,7,5,2,0,0,LL,22_23,4,9,1.0,1.6,1.6,0.6,-5,-0.6000000000000001,1.0
2022-09-10,Sampdoria,Milan,1,2,A,0,1,A,10,15,4,4,2,4,5,2,0,1,SA,22_23,2,11,0.4,1.8,2.0,1.0,-9,-1.6,0.8
2022-09-10,Ath Madrid,Celta,4,1,H,1,0,H,10,14,4,3,4,7,2,3,0,0,LL,22_23,10,7,1.4,0.8,1.4,1.6,3,0.0,-0.8
2022-09-10,Inter,Torino,1,0,H,0,0,D,16,9,3,7,6,5,1,2,0,0,SA,22_23,9,10,2.2,1.6,1.2,1.0,-1,1.0000000000000002,0.6000000000000001
2022-09-10,Napoli,Spezia,1,0,H,0,0,D,28,10,6,1,10,5,1,2,0,0,SA,22_23,11,5,2.4,0.8,1.0,1.8,6,1.4,-1.0
2022-09-10,Cadiz,Barcelona,0,4,A,0,0,D,6,16,0,8,5,6,1,2,0,0,LL,22_23,3,10,0.2,2.0,2.2,0.6,-7,-2.0,1.4
2022-09-11,Sassuolo,Udinese,1,3,A,1,0,H,5,17,2,4,5,6,1,3,1,0,SA,22_23,6,10,0.6,1.0,1.8,1.0,-4,-1.2000000000000002,0.0
2022-09-11,Lecce,Monza,1,1,D,0,1,A,7,2,3,1,8,5,3,3,0,0,SA,22_23,2,0,0.6,1.2,0.4,2.6,2,0.19999999999999996,-1.4000000000000001
2022-09-11,Lazio,Verona,2,0,H,0,0,D,15,7,6,1,3,5,2,5,0,0,SA,22_23,8,5,1.4,1.0,1.2,1.8,3,0.19999999999999996,-0.8
2022-09-11,Betis,Villarreal,1,0,H,0,0,D,16,14,5,3,9,8,1,1,0,0,LL,22_23,10,13,1.4,0.6,2.2,0.0,-3,-0.8000000000000003,0.6
2022-09-11,Elche,Ath Bilbao,1,4,A,0,4,A,9,16,2,8,5,5,3,0,0,0,LL,22_23,4,7,0.8,2.0,1.0,0.4,-3,-0.19999999999999996,1.6
2022-09-11,Getafe,Sociedad,2,1,H,1,0,H,8,13,3,6,3,7,4,1,0,0,LL,22_23,1,7,0.6,2.8,1.0,1.4,-6,-0.4,1.4
2022-09-11,Juventus,Salernitana,2,2,D,0,2,A,22,11,7,5,8,2,5,4,2,1,SA,22_23,9,6,1.4,0.4,1.4,0.8,3,0.0,-0.4
2022-09-11,Atalanta,Cremonese,1,1,D,0,0,D,14,7,6,4,3,3,2,5,0,0,SA,22_23,13,1,1.8,0.4,0.8,1.8,12,1.0,-1.4
2022-09-11,Real Madrid,Mallorca,4,1,H,1,1,D,22,5,7,2,4,3,3,5,0,0,LL,22_23,13,8,2.2,0.8,1.2,0.6,5,1.0000000000000002,0.20000000000000007
2022-09-11,Bologna,Fiorentina,2,1,H,0,0,D,12,13,4,2,6,8,1,4,0,1,SA,22_23,3,6,1.0,1.6,0.8,0.8,-3,0.19999999999999996,0.8
2022-09-12,Almeria,Osasuna,0,1,A,0,1,A,7,15,2,4,5,10,0,2,0,0,LL,22_23,4,9,1.0,1.25,1.2,1.0,-5,-0.19999999999999996,0.25
2022-09-12,Empoli,Roma,1,2,A,1,1,D,20,13,3,7,7,7,3,1,1,0,SA,22_23,4,10,0.8,1.0,1.2,1.0,-6,-0.3999999999999999,0.0
2022-09-16,Aston Villa,Southampton,1,0,H,1,0,H,11,7,3,1,6,3,3,1,0,0,PL,23_24,4,7,1.0,1.6,1.2,1.2,-3,-0.19999999999999996,0.40000000000000013
2022-09-16,Salernitana,Lecce,1,2,A,0,1,A,8,13,4,4,4,5,1,3,0,0,SA,22_23,7,3,1.8,1.0,0.6,1.0,4,1.2000000000000002,0.0
2022-09-16,Nott'm Forest,Fulham,2,3,A,1,0,H,11,15,3,7,2,10,2,4,0,0,PL,23_24,4,7,0.8,2.4,1.4,1.4,-3,-0.5999999999999999,1.0
2022-09-16,Valladolid,Cadiz,0,1,A,0,0,D,18,7,6,1,8,2,1,4,0,0,LL,22_23,4,0,0.6,2.0,0.0,2.8,4,0.6,-0.7999999999999998
2022-09-17,Spezia,Sampdoria,2,1,H,1,1,D,6,11,3,8,3,6,4,5,0,0,SA,22_23,2,2,0.8,2.0,0.6,1.8,0,0.20000000000000007,0.19999999999999996
2022-09-17,Torino,Sassuolo,0,1,A,0,0,D,12,10,3,5,4,3,4,1,0,0,SA,22_23,7,6,0.8,1.0,0.8,1.0,1,0.0,0.0
2022-09-17,Bologna,Empoli,0,1,A,0,0,D,16,12,3,5,5,8,2,3,0,0,SA,22_23,6,4,1.2,1.4,1.0,1.2,2,0.19999999999999996,0.19999999999999996
2022-09-17,Ath Bilbao,Vallecano,3,2,H,3,1,H,14,11,7,2,2,7,1,2,0,0,LL,22_23,10,7,1.8,0.4,1.0,1.0,3,0.8,-0.6
2022-09-17,Mallorca,Almeria,1,0,H,1,0,H,5,9,2,3,5,2,3,6,0,0,LL,22_23,5,4,1.0,1.4,0.8,1.2,1,0.19999999999999996,0.19999999999999996
2022-09-17,Tottenham,Leicester,6,2,H,2,2,D,16,19,11,7,6,1,1,2,0,0,PL,23_24,11,0,1.6,0.8,1.2,2.8,11,0.40000000000000013,-1.9999999999999998
2022-09-17,Newcastle,Bournemouth,1,1,D,0,0,D,20,10,7,3,8,1,2,2,0,0,PL,23_24,4,4,1.0,1.2,0.6,3.6,0,0.4,-2.4000000000000004
2022-09-17,Wolves,Man City,0,3,A,0,2,A,6,16,1,7,5,7,2,1,1,0,PL,23_24,6,11,0.4,0.4,3.6,1.2,-5,-3.2,-0.7999999999999999
2022-09-17,Barcelona,Elche,3,0,H,2,0,H,25,1,9,1,6,0,2,2,0,1,LL,22_23,13,1,3.0,0.2,0.4,2.6,12,2.6,-2.4
2022-09-17,Valencia,Celta,3,0,H,1,0,H,14,6,7,2,5,4,3,2,0,1,LL,22_23,6,7,1.4,1.0,1.6,2.0,-1,-0.20000000000000018,-1.0
2022-09-18,Osasuna,Getafe,0,2,A,0,1,A,12,10,4,4,8,1,7,3,1,1,LL,22_23,12,4,1.4,0.6,0.8,2.4,8,0.5999999999999999,-1.7999999999999998
2022-09-18,Betis,Girona,2,1,H,1,1,D,9,8,3,3,2,4,0,3,0,0,LL,22_23,12,7,1.6,0.6,1.2,1.0,5,0.40000000000000013,-0.4
2022-09-18,Sociedad,Espanol,2,1,H,2,1,H,14,14,6,4,4,2,3,0,0,0,LL,22_23,7,4,1.0,1.4,1.2,2.0,3,-0.19999999999999996,-0.6000000000000001
2022-09-18,Ath Madrid,Real Madrid,1,2,A,0,2,A,12,6,5,3,8,1,4,2,1,0,LL,22_23,10,15,1.8,0.8,3.0,1.0,-5,-1.2,-0.19999999999999996
2022-09-18,Everton,West Ham,1,0,H,0,0,D,7,14,2,4,5,14,3,1,0,0,PL,23_24,4,4,0.8,1.0,0.6,1.2,0,0.20000000000000007,-0.19999999999999996
2022-09-18,Villarreal,Sevilla,1,1,D,0,1,A,17,12,7,1,6,4,1,5,0,0,LL,22_23,10,4,1.8,0.2,1.2,2.0,6,0.6000000000000001,-1.8
2022-09-18,Monza,Juventus,1,0,H,0,0,D,17,10,4,2,5,3,2,1,0,1,SA,22_23,1,7,0.4,2.4,1.2,0.8,-6,-0.7999999999999999,1.5999999999999999
2022-09-18,Cremonese,Lazio,0,4,A,0,3,A,18,14,3,6,8,5,1,1,0,0,SA,22_23,2,8,0.6,1.4,1.4,0.8,-6,-0.7999999999999999,0.5999999999999999
2022-09-18,Brentford,Arsenal,0,3,A,0,2,A,5,13,2,7,3,3,0,2,0,0,PL,23_24,8,12,2.6,1.4,2.4,1.4,-4,0.20000000000000018,0.0
2022-09-18,Milan,Napoli,1,2,A,0,0,D,22,9,5,4,9,4,4,3,0,0,SA,22_23,11,11,1.6,0.8,1.6,0.4,0,0.0,0.4
2022-09-18,Roma,Atalanta,0,1,A,0,1,A,21,4,5,1,5,1,0,7,0,0,SA,22_23,10,11,1.4,1.2,1.6,0.6,-1,-0.20000000000000018,0.6
2022-09-18,Fiorentina,Verona,2,0,H,1,0,H,15,8,9,1,7,3,4,4,0,0,SA,22_23,3,5,0.4,0.8,0.8,1.2,-2,-0.4,-0.3999999999999999
2022-09-18,Udinese,Inter,3,1,H,1,1,D,20,14,6,3,7,4,3,4,0,0,SA,22_23,13,9,2.0,0.4,2.0,1.4,4,0.0,-0.9999999999999999
2022-09-30,Ath Bilbao,Almeria,4,0,H,2,0,H,17,8,4,2,11,2,1,3,0,0,LL,22_23,12,4,2.4,0.8,0.6,1.0,8,1.7999999999999998,-0.19999999999999996
2022-10-01,Arsenal,Tottenham,3,1,H,1,1,D,22,7,9,3,5,2,2,1,0,1,PL,23_24,12,13,2.2,1.0,2.4,0.8,-1,-0.19999999999999973,0.19999999999999996
2022-10-01,Empoli,Milan,1,3,A,0,0,D,16,19,4,6,3,7,4,2,0,0,SA,22_23,6,10,1.2,1.2,1.6,1.0,-4,-0.40000000000000013,0.19999999999999996
2022-10-01,Inter,Roma,1,2,A,1,1,D,15,10,2,3,5,1,4,3,0,0,SA,22_23,6,7,1.6,2.0,1.2,1.4,-1,0.40000000000000013,0.6000000000000001
2022-10-01,Napoli,Torino,3,1,H,3,1,H,15,16,7,3,4,4,0,2,0,0,SA,22_23,11,6,1.2,0.6,0.8,1.2,5,0.3999999999999999,-0.6
2022-10-01,Cadiz,Villarreal,0,0,D,0,0,D,10,14,2,6,6,5,2,3,1,0,LL,22_23,3,8,0.2,2.6,1.4,0.4,-5,-1.2,2.2
2022-10-01,Getafe,Valladolid,2,3,A,2,2,D,14,14,6,7,4,2,2,4,0,0,LL,22_23,7,4,1.2,1.8,0.6,1.6,3,0.6,0.19999999999999996
2022-10-01,Mallorca,Barcelona,0,1,A,0,1,A,13,11,3,3,5,5,2,4,0,0,LL,22_23,7,15,1.2,1.4,3.6,0.2,-8,-2.4000000000000004,1.2
2022-10-01,West Ham,Wolves,2,0,H,1,0,H,18,15,5,4,1,6,2,2,0,0,PL,23_24,4,5,0.6,1.2,0.4,1.0,-1,0.19999999999999996,0.19999999999999996
2022-10-01,Southampton,Everton,1,2,A,0,0,D,22,12,6,5,7,6,2,2,0,0,PL,23_24,6,7,0.8,1.0,0.8,0.6,-1,0.0,0.4
2022-10-01,Liverpool,Brighton,3,3,D,1,2,A,15,6,7,6,9,2,1,1,0,0,PL,23_24,8,10,2.6,0.8,1.8,0.8,-2,0.8,0.0
2022-10-01,Fulham,Newcastle,1,4,A,0,3,A,3,19,1,10,1,8,2,0,1,0,PL,23_24,9,4,2.0,1.8,1.2,1.4,5,0.8,0.40000000000000013
2022-10-01,Crystal Palace,Chelsea,1,2,A,1,1,D,7,13,3,3,5,2,1,3,0,0,PL,23_24,6,7,1.4,1.4,1.4,1.8,-1,0.0,-0.40000000000000013
2022-10-01,Sevilla,Ath Madrid,0,2,A,0,1,A,14,20,3,6,5,7,3,2,0,0,LL,22_23,5,7,1.2,1.8,1.4,1.2,-2,-0.19999999999999996,0.6000000000000001
2022-10-01,Bournemouth,Brentford,0,0,D,0,0,D,7,13,1,4,7,8,1,2,0,0,PL,23_24,5,5,0.8,3.0,1.8,2.0,0,-1.0,1.0
2022-10-02,Leeds,Aston Villa,0,0,D,0,0,D,9,19,1,7,2,9,3,2,1,0,PL,23_24,5,4,1.6,1.8,0.8,1.4,1,0.8,0.40000000000000013
2022-10-02,Man City,Man United,6,3,H,4,0,H,22,12,10,8,5,1,0,3,0,0,PL,23_24,11,12,3.4,1.2,1.4,1.2,-1,2.0,0.0
2022-10-02,Sassuolo,Salernitana,5,0,H,2,0,H,17,6,11,1,1,2,1,1,0,0,SA,22_23,6,6,0.8,1.0,2.0,1.4,0,-1.2,-0.3999999999999999
2022-10-02,Juventus,Bologna,3,0,H,1,0,H,17,9,6,1,2,4,0,1,0,0,SA,22_23,6,5,1.2,1.0,1.0,1.4,1,0.19999999999999996,-0.3999999999999999
2022-10-02,Espanol,Valencia,2,2,D,0,0,D,10,12,5,5,6,4,2,1,1,1,LL,22_23,3,6,1.0,2.0,1.8,1.0,-3,-0.8,1.0
2022-10-02,Celta,Betis,1,0,H,1,0,H,11,9,4,4,5,3,4,3,0,1,LL,22_23,6,12,1.2,2.2,1.4,0.8,-6,-0.19999999999999996,1.4000000000000001
2022-10-02,Girona,Sociedad,3,5,A,2,2,D,16,11,8,5,2,2,3,1,0,0,LL,22_23,7,7,1.4,1.2,1.2,1.6,0,0.19999999999999996,-0.40000000000000013
2022-10-02,Real Madrid,Osasuna,1,1,D,1,0,H,22,8,4,2,10,2,1,2,0,1,LL,22_23,15,9,3.0,1.0,1.0,0.8,6,2.0,0.19999999999999996
2022-10-02,Lecce,Cremonese,1,1,D,1,1,D,6,13,1,4,1,8,3,1,0,0,SA,22_23,6,2,1.0,1.0,0.6,2.0,4,0.4,-1.0
2022-10-02,Lazio,Spezia,4,0,H,2,0,H,13,14,6,2,3,6,0,2,0,0,SA,22_23,10,5,2.2,0.8,1.2,1.6,5,1.0000000000000002,-0.8
2022-10-02,Sampdoria,Monza,0,3,A,0,1,A,3,13,1,6,2,4,2,2,0,0,SA,22_23,1,4,0.8,2.2,0.6,1.6,-3,0.20000000000000007,0.6000000000000001
2022-10-02,Atalanta,Fiorentina,1,0,H,0,0,D,10,16,5,5,1,5,2,2,0,0,SA,22_23,13,5,1.6,0.4,0.8,0.8,8,0.8,-0.4
2022-10-03,Verona,Udinese,1,2,A,1,0,H,7,21,2,8,4,9,3,3,0,0,SA,22_23,4,15,0.6,1.4,2.6,0.6,-11,-2.0,0.7999999999999999
2022-10-03,Vallecano,Elche,2,1,H,1,1,D,15,5,6,2,13,3,1,8,0,0,LL,22_23,6,1,1.4,1.6,0.4,2.6,5,0.9999999999999999,-1.0
2022-10-03,Leicester,Nott'm Forest,4,0,H,3,0,H,17,10,7,3,6,6,2,4,0,0,PL,23_24,0,1,1.2,3.2,1.0,3.0,-1,0.19999999999999996,0.20000000000000018
2022-10-07,Osasuna,Valencia,1,2,A,0,1,A,11,15,2,7,7,5,3,6,2,1,LL,22_23,7,7,0.8,1.0,2.2,1.2,0,-1.4000000000000001,-0.19999999999999996
2022-10-08,Ath Madrid,Girona,2,1,H,1,0,H,13,11,7,4,8,3,3,1,0,0,LL,22_23,10,4,1.8,0.8,1.4,2.0,6,0.40000000000000013,-1.2
2022-10-08,Almeria,Vallecano,3,1,H,3,0,H,10,12,4,4,7,6,4,2,1,0,LL,22_23,3,6,0.4,1.6,1.4,1.8,-3,-0.9999999999999999,-0.19999999999999996
2022-10-08,Getafe,Real Madrid,0,1,A,0,1,A,9,19,2,4,4,4,0,0,0,0,LL,22_23,7,13,1.4,1.8,2.4,1.0,-6,-1.0,0.8
2022-10-08,Sevilla,Ath Bilbao,1,1,D,1,0,H,10,21,3,4,5,7,4,0,0,1,LL,22_23,4,12,1.0,2.0,3.0,0.8,-8,-2.0,1.2
2022-10-08,Man City,Southampton,4,0,H,2,0,H,21,5,8,0,9,1,0,1,0,0,PL,23_24,13,3,4.0,1.2,0.6,1.2,10,3.4,0.0
2022-10-08,Newcastle,Brentford,5,1,H,2,0,H,16,6,6,3,9,5,0,1,0,0,PL,23_24,6,6,1.4,1.0,1.4,1.4,0,0.0,-0.3999999999999999
2022-10-08,Chelsea,Wolves,3,0,H,1,0,H,20,8,7,2,4,2,2,0,0,0,PL,23_24,9,5,1.4,1.6,0.4,1.2,4,0.9999999999999999,0.40000000000000013
2022-10-08,Bournemouth,Leicester,2,1,H,0,1,A,10,9,4,5,7,2,1,2,0,0,PL,23_24,6,3,0.8,2.4,1.8,2.8,3,-1.0,-0.3999999999999999
2022-10-08,Bologna,Sampdoria,1,1,D,1,0,H,10,9,3,3,2,5,2,3,0,0,SA,22_23,5,1,1.0,1.6,0.8,2.0,4,0.19999999999999996,-0.3999999999999999
2022-10-08,Milan,Juventus,2,0,H,1,0,H,21,10,3,3,9,3,2,3,0,0,SA,22_23,10,8,1.8,1.2,1.6,0.8,2,0.19999999999999996,0.3999999999999999
2022-10-08,Sassuolo,Inter,1,2,A,0,1,A,15,16,3,4,6,5,3,2,0,0,SA,22_23,8,6,1.4,0.6,1.6,1.8,2,-0.20000000000000018,-1.2000000000000002
2022-10-08,Brighton,Tottenham,0,1,A,0,1,A,14,8,4,3,6,2,1,2,0,0,PL,23_24,10,10,2.4,1.4,2.4,1.4,0,0.0,0.0
2022-10-09,Roma,Lecce,2,1,H,1,1,D,20,6,6,3,13,4,2,2,0,1,SA,22_23,9,6,1.4,1.4,1.0,1.0,3,0.3999999999999999,0.3999999999999999
2022-10-09,Cremonese,Napoli,1,4,A,0,1,A,12,21,1,10,5,2,2,0,0,0,SA,22_23,3,13,0.6,1.8,1.8,0.8,-10,-1.2000000000000002,1.0
2022-10-09,Udinese,Atalanta,2,2,D,0,1,A,10,9,2,5,5,3,2,3,0,0,SA,22_23,15,13,2.6,0.6,1.6,0.4,2,1.0,0.19999999999999996
2022-10-09,Salernitana,Verona,2,1,H,1,0,H,14,12,4,2,1,6,3,3,1,1,SA,22_23,3,4,1.2,2.4,0.8,1.6,-1,0.3999999999999999,0.7999999999999998
2022-10-09,Monza,Spezia,2,0,H,1,0,H,7,9,4,1,3,6,3,2,0,0,SA,22_23,7,4,1.0,1.2,0.8,2.0,3,0.19999999999999996,-0.8
2022-10-09,Torino,Empoli,1,1,D,0,0,D,20,6,7,2,6,1,2,4,0,0,SA,22_23,3,5,0.6,1.6,1.2,1.6,-2,-0.6,0.0
2022-10-09,Crystal Palace,Leeds,2,1,H,1,1,D,13,10,5,4,5,3,3,3,0,0,PL,23_24,5,5,1.4,1.6,1.2,1.4,0,0.19999999999999996,0.20000000000000018
2022-10-09,West Ham,Fulham,3,1,H,1,1,D,17,8,8,2,4,2,1,3,0,0,PL,23_24,7,6,1.0,0.8,1.6,2.2,1,-0.6000000000000001,-1.4000000000000001
2022-10-09,Everton,Man United,1,2,A,1,2,A,11,12,2,4,5,4,2,1,0,0,PL,23_24,9,12,1.0,0.6,2.0,1.6,-3,-1.0,-1.0
2022-10-09,Arsenal,Liverpool,3,2,H,2,1,H,11,8,7,3,4,3,1,2,0,0,PL,23_24,12,8,2.2,1.2,3.0,1.2,4,-0.7999999999999998,0.0
2022-10-09,Barcelona,Celta,1,0,H,1,0,H,13,14,5,3,6,3,2,4,0,0,LL,22_23,15,9,3.0,0.0,1.2,1.4,6,1.8,-1.4
2022-10-09,Sociedad,Villarreal,1,0,H,1,0,H,17,5,5,1,9,3,5,3,0,0,LL,22_23,10,6,2.0,1.4,1.0,0.4,4,1.0,0.9999999999999999
2022-10-09,Cadiz,Espanol,2,2,D,1,0,H,8,9,3,6,8,3,4,4,0,0,LL,22_23,4,4,0.2,2.2,1.4,2.0,0,-1.2,0.20000000000000018
2022-10-09,Valladolid,Betis,0,0,D,0,0,D,12,4,3,1,3,1,1,1,0,1,LL,22_23,6,9,1.0,1.8,1.0,0.8,-3,0.0,1.0
2022-10-10,Fiorentina,Lazio,0,4,A,0,2,A,24,10,3,6,9,2,4,1,0,0,SA,22_23,4,10,0.8,1.0,2.4,0.6,-6,-1.5999999999999999,0.4
2022-10-10,Elche,Mallorca,1,1,D,1,0,H,7,11,2,4,5,7,4,5,1,1,LL,22_23,0,7,0.4,2.8,1.0,1.2,-7,-0.6,1.5999999999999999
2022-10-10,Nott'm Forest,Aston Villa,1,1,D,1,1,D,6,12,3,2,1,4,3,3,0,0,PL,23_24,0,5,0.8,3.6,0.6,0.8,-5,0.20000000000000007,2.8
2022-10-14,Brentford,Brighton,2,0,H,1,0,H,7,21,3,7,2,11,3,1,0,0,PL,23_24,5,7,1.4,2.2,2.0,1.6,-2,-0.6000000000000001,0.6000000000000001
2022-10-14,Vallecano,Getafe,0,0,D,0,0,D,16,6,3,3,4,1,2,3,0,0,LL,22_23,6,6,1.6,2.0,1.4,2.0,0,0.20000000000000018,0.0
2022-10-15,Tottenham,Everton,2,0,H,0,0,D,21,4,7,0,7,1,1,4,0,0,PL,23_24,10,8,2.2,1.4,1.0,0.8,2,1.2000000000000002,0.5999999999999999
2022-10-15,Wolves,Nott'm Forest,1,0,H,0,0,D,9,10,2,2,4,5,2,2,0,0,PL,23_24,4,1,0.2,1.6,1.0,3.4,3,-0.8,-1.7999999999999998
2022-10-15,Fulham,Bournemouth,2,2,D,1,2,A,19,10,4,6,5,6,2,0,0,0,PL,23_24,6,9,1.6,2.4,1.2,0.8,-3,0.40000000000000013,1.5999999999999999
2022-10-15,Ath Bilbao,Ath Madrid,0,1,A,0,0,D,13,3,3,1,6,1,0,6,0,0,LL,22_23,10,10,2.4,1.0,2.0,1.0,0,0.3999999999999999,0.0
2022-10-15,Mallorca,Sevilla,0,1,A,0,0,D,9,4,5,1,1,3,2,3,0,0,LL,22_23,5,5,0.8,1.4,1.0,1.8,0,-0.19999999999999996,-0.40000000000000013
2022-10-15,Leicester,Crystal Palace,0,0,D,0,0,D,14,8,5,1,9,2,2,2,0,0,PL,23_24,3,5,1.8,2.8,1.2,1.6,-2,0.6000000000000001,1.1999999999999997
2022-10-15,Empoli,Monza,1,0,H,1,0,H,11,16,5,4,2,9,5,3,0,1,SA,22_23,5,10,1.2,1.6,1.4,0.6,-5,-0.19999999999999996,1.0
2022-10-15,Torino,Juventus,0,1,A,0,0,D,15,14,2,8,3,6,2,0,0,0,SA,22_23,4,5,0.6,1.2,1.2,1.2,-1,-0.6,0.0
