Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,Ligue,Saison,Home_form,Away_form,Home_avg_scored,Home_avg_conceded,Away_avg_scored,Away_avg_conceded,Form_diff,Avg_scored_diff,Avg_conceded_diff
2021-01-01,Everton,West Ham,0,1,A,0,0,D,10,11,2,5,5,4,2,0,0,0,PL,22_21,13,6,1.4,0.4,1.0,1.4,7,0.3999999999999999,-0.9999999999999999
2021-01-01,Man United,Aston Villa,2,1,H,1,0,H,19,5,9,5,5,10,4,0,0,0,PL,22_21,11,11,2.4,1.2,1.6,0.2,0,0.7999999999999998,1.0
2021-01-02,Tottenham,Leeds,3,0,H,2,0,H,20,18,7,5,3,5,2,1,1,0,PL,22_21,5,9,1.0,1.2,2.8,2.0,-4,-1.7999999999999998,-0.8
2021-01-02,Crystal Palace,Sheffield United,2,0,H,2,0,H,9,7,4,2,3,6,1,3,0,0,PL,22_21,3,1,0.6,2.6,0.6,1.8,2,0.0,0.8
2021-01-02,Brighton,Wolves,3,3,D,1,3,A,13,11,4,4,5,8,2,1,0,0,PL,22_21,3,4,0.6,1.4,0.8,1.2,-1,-0.20000000000000007,0.19999999999999996
2021-01-02,West Brom,Arsenal,0,4,A,0,2,A,7,21,3,12,3,5,1,2,0,0,PL,22_21,2,7,0.6,2.4,1.2,1.0,-5,-0.6,1.4
2021-01-02,Villarreal,Levante,2,1,H,1,0,H,12,9,7,2,3,5,1,1,0,0,LL,20_21,6,10,1.0,1.0,2.0,1.2,-4,-1.0,-0.19999999999999996
2021-01-02,Betis,Sevilla,1,1,D,0,0,D,16,6,3,2,2,1,5,2,0,0,LL,20_21,7,10,1.4,1.4,1.0,0.4,-3,0.3999999999999999,0.9999999999999999
2021-01-02,Getafe,Valladolid,0,1,A,0,1,A,11,8,4,2,5,9,3,2,0,0,LL,20_21,4,5,0.6,1.2,0.8,1.6,-1,-0.20000000000000007,-0.40000000000000013
2021-01-02,Real Madrid,Celta,2,0,H,1,0,H,9,6,2,1,1,5,4,2,0,0,LL,20_21,13,13,2.2,0.6,2.2,0.4,0,0.0,0.19999999999999996
2021-01-03,Inter,Crotone,6,2,H,2,2,D,13,7,8,4,3,3,0,3,0,0,SA,20_21,15,7,2.2,0.8,1.4,1.8,8,0.8000000000000003,-1.0
2021-01-03,Newcastle,Leicester,1,2,A,0,0,D,8,9,2,3,3,6,0,2,0,0,PL,22_21,5,8,1.0,1.8,1.6,1.0,-3,-0.6000000000000001,0.8
2021-01-03,Chelsea,Man City,1,3,A,0,3,A,9,18,2,6,5,3,3,1,0,0,PL,22_21,4,11,1.2,1.4,1.2,0.2,-7,0.0,1.2
2021-01-03,Ath Bilbao,Elche,1,0,H,1,0,H,13,5,2,2,5,4,2,1,0,0,LL,20_21,5,3,1.2,1.4,0.8,1.4,2,0.3999999999999999,0.0
2021-01-03,Eibar,Granada,2,0,H,0,0,D,15,6,7,3,4,2,2,1,0,0,LL,20_21,3,10,0.8,1.4,1.6,1.2,-7,-0.8,0.19999999999999996
2021-01-03,Sociedad,Osasuna,1,1,D,0,1,A,8,6,2,2,7,2,1,1,0,0,LL,20_21,4,2,0.8,1.4,1.2,2.2,2,-0.3999999999999999,-0.8000000000000003
2021-01-03,Huesca,Barcelona,0,1,A,0,1,A,4,20,4,7,2,6,1,0,0,0,LL,20_21,5,11,1.2,1.6,1.8,0.8,-6,-0.6000000000000001,0.8
2021-01-03,Cagliari,Napoli,1,4,A,0,1,A,6,22,1,12,3,8,4,1,1,0,SA,20_21,3,7,1.0,1.6,1.4,1.0,-4,-0.3999999999999999,0.6000000000000001
2021-01-03,Fiorentina,Bologna,0,0,D,0,0,D,10,5,1,4,8,5,4,3,0,0,SA,20_21,6,3,1.2,1.2,1.4,2.6,3,-0.19999999999999996,-1.4000000000000001
2021-01-03,Genoa,Lazio,1,1,D,0,1,A,5,10,3,4,4,9,2,4,0,0,SA,20_21,5,7,1.2,1.8,1.6,1.4,-2,-0.40000000000000013,0.40000000000000013
2021-01-03,Parma,Torino,0,3,A,0,1,A,15,14,6,8,9,3,2,2,0,0,SA,20_21,3,2,0.6,1.6,1.2,2.0,1,-0.6,-0.3999999999999999
2021-01-03,Roma,Sampdoria,1,0,H,0,0,D,12,2,8,2,8,2,3,5,0,0,SA,20_21,10,6,2.4,1.6,1.8,1.8,4,0.5999999999999999,-0.19999999999999996
2021-01-03,Spezia,Verona,0,1,A,0,0,D,6,9,1,4,3,5,6,0,1,0,SA,20_21,1,5,1.2,2.4,1.2,1.4,-4,0.0,1.0
2021-01-03,Benevento,Milan,0,2,A,0,1,A,14,8,7,5,12,4,1,3,0,1,SA,20_21,8,11,1.0,0.4,2.2,1.6,-3,-1.2000000000000002,-1.2000000000000002
2021-01-03,Juventus,Udinese,4,1,H,1,0,H,13,8,10,7,7,1,3,0,0,0,SA,20_21,10,8,2.0,1.2,1.4,1.2,2,0.6000000000000001,0.0
2021-01-03,Alaves,Ath Madrid,1,2,A,0,1,A,4,8,1,4,1,5,0,2,1,0,LL,20_21,5,12,0.6,1.0,1.6,0.6,-7,-1.0,0.4
2021-01-03,Atalanta,Sassuolo,5,1,H,2,0,H,20,7,8,4,8,3,3,1,0,0,SA,20_21,8,8,2.0,1.2,1.2,1.0,0,0.8,0.19999999999999996
2021-01-04,Southampton,Liverpool,1,0,H,1,0,H,7,17,3,1,1,10,1,3,0,0,PL,22_21,6,9,0.8,0.4,2.2,0.6,-3,-1.4000000000000001,-0.19999999999999996
2021-01-04,Valencia,Cadiz,1,1,D,0,0,D,11,9,4,2,9,7,2,2,0,0,LL,20_21,3,4,1.0,1.4,0.4,1.6,-1,0.6,-0.20000000000000018
2021-01-06,Milan,Juventus,1,3,A,1,1,D,18,13,7,10,7,4,1,2,0,0,SA,20_21,11,10,2.2,1.4,2.4,1.2,1,-0.19999999999999973,0.19999999999999996
2021-01-06,Napoli,Spezia,1,2,A,0,0,D,27,8,11,4,10,2,2,5,0,1,SA,20_21,7,1,1.4,1.2,1.0,2.2,6,0.3999999999999999,-1.0000000000000002
2021-01-06,Torino,Verona,1,1,D,0,0,D,15,8,5,2,9,3,1,3,0,0,SA,20_21,5,7,1.6,1.6,1.2,1.2,-2,0.40000000000000013,0.40000000000000013
2021-01-06,Sassuolo,Genoa,2,1,H,0,0,D,13,7,6,3,8,2,3,3,0,0,SA,20_21,7,5,1.4,2.0,1.2,1.8,2,0.19999999999999996,0.19999999999999996
2021-01-06,Lazio,Fiorentina,2,1,H,1,0,H,11,9,6,8,2,9,3,1,0,0,SA,20_21,5,6,1.4,1.4,1.0,1.0,-1,0.3999999999999999,0.3999999999999999
2021-01-06,Crotone,Roma,1,3,A,0,3,A,12,10,5,5,3,4,2,3,0,0,SA,20_21,7,12,1.8,2.2,2.6,1.6,-5,-0.8,0.6000000000000001
2021-01-06,Bologna,Udinese,2,2,D,2,1,H,10,12,7,9,4,6,4,3,1,0,SA,20_21,4,5,1.2,2.0,1.0,1.8,-1,0.19999999999999996,0.19999999999999996
2021-01-06,Atalanta,Parma,3,0,H,1,0,H,17,3,6,1,12,3,1,1,0,0,SA,20_21,11,2,3.0,1.0,0.6,2.2,9,2.4,-1.2000000000000002
2021-01-06,Sampdoria,Inter,2,1,H,2,0,H,8,23,6,11,4,10,3,4,0,0,SA,20_21,6,15,1.6,1.6,2.8,1.0,-9,-1.1999999999999997,0.6000000000000001
2021-01-06,Ath Bilbao,Barcelona,2,3,A,1,2,A,8,13,3,9,3,4,2,1,0,0,LL,20_21,7,11,1.0,1.0,1.8,0.8,-4,-0.8,0.19999999999999996
2021-01-06,Cagliari,Benevento,1,2,A,1,2,A,10,9,5,3,7,6,4,3,1,0,SA,20_21,2,7,1.0,2.2,1.0,0.8,-5,0.0,1.4000000000000001
2021-01-08,Celta,Villarreal,0,4,A,0,4,A,8,15,3,6,3,4,1,0,0,0,LL,20_21,10,8,1.8,0.8,1.4,1.2,2,0.40000000000000013,-0.3999999999999999
2021-01-09,Osasuna,Real Madrid,0,0,D,0,0,D,8,9,2,1,2,4,0,0,0,0,LL,20_21,3,13,1.4,2.0,2.2,0.6,-10,-0.8000000000000003,1.4
2021-01-09,Granada,Barcelona,0,4,A,0,3,A,8,13,4,4,4,1,2,3,1,0,LL,20_21,9,11,1.0,1.0,2.0,1.0,-2,-1.0,0.0
2021-01-09,Sevilla,Sociedad,3,2,H,2,2,D,12,10,7,4,2,9,0,3,0,0,LL,20_21,11,4,1.2,0.4,0.8,1.4,7,0.3999999999999999,-0.9999999999999999
2021-01-09,Benevento,Atalanta,1,4,A,0,1,A,4,26,2,15,1,11,3,2,0,0,SA,20_21,10,11,1.4,0.8,3.0,1.0,-1,-1.6,-0.19999999999999996
2021-01-09,Genoa,Bologna,2,0,H,1,0,H,9,12,7,4,1,4,2,0,0,0,SA,20_21,5,5,1.2,1.6,1.4,1.4,0,-0.19999999999999996,0.20000000000000018
2021-01-09,Milan,Torino,2,0,H,2,0,H,8,8,4,4,7,5,6,2,0,0,SA,20_21,10,6,2.0,1.6,1.4,1.2,4,0.6000000000000001,0.40000000000000013
2021-01-10,Cadiz,Alaves,3,1,H,1,1,D,10,5,7,2,4,1,1,4,0,1,LL,20_21,2,4,0.2,1.6,0.8,1.4,-2,-0.6000000000000001,0.20000000000000018
2021-01-10,Verona,Crotone,2,1,H,2,0,H,11,7,7,3,6,4,3,3,0,0,SA,20_21,5,4,1.0,1.2,1.2,2.6,1,-0.19999999999999996,-1.4000000000000001
2021-01-10,Udinese,Napoli,1,2,A,1,1,D,17,15,8,6,2,7,3,1,0,0,SA,20_21,3,4,0.8,1.8,1.2,1.4,-1,-0.3999999999999999,0.40000000000000013
2021-01-10,Valladolid,Valencia,0,1,A,0,0,D,11,17,4,6,0,4,2,3,0,0,LL,20_21,8,3,1.0,1.2,1.2,1.6,5,-0.19999999999999996,-0.40000000000000013
2021-01-10,Fiorentina,Cagliari,1,0,H,0,0,D,12,9,5,3,9,5,1,3,0,0,SA,20_21,6,2,1.2,0.8,1.0,2.0,4,0.19999999999999996,-1.2
2021-01-10,Levante,Eibar,2,1,H,0,0,D,4,17,2,4,4,9,2,0,0,0,LL,20_21,7,5,1.6,1.6,1.2,1.4,2,0.40000000000000013,0.20000000000000018
2021-01-10,Roma,Inter,2,2,D,1,0,H,14,16,8,6,3,7,3,3,0,0,SA,20_21,12,12,2.2,1.6,2.4,1.2,0,-0.19999999999999973,0.40000000000000013
2021-01-10,Juventus,Sassuolo,3,1,H,0,0,D,20,10,10,2,6,3,4,1,0,1,SA,20_21,10,7,2.4,1.2,1.6,2.2,3,0.7999999999999998,-1.0000000000000002
2021-01-10,Parma,Lazio,0,2,A,0,0,D,9,21,3,5,5,6,4,1,0,0,SA,20_21,1,8,0.2,2.4,1.6,1.2,-7,-1.4000000000000001,1.2
2021-01-11,Huesca,Betis,0,2,A,0,0,D,10,15,3,5,3,6,2,2,0,1,LL,20_21,4,5,0.6,1.2,1.2,1.6,-1,-0.6,-0.40000000000000013
2021-01-11,Elche,Getafe,1,3,A,1,1,D,7,14,4,7,1,7,4,2,1,0,LL,20_21,2,4,0.8,1.6,0.6,0.8,-2,0.20000000000000007,0.8
2021-01-11,Spezia,Sampdoria,2,1,H,1,1,D,8,6,4,4,4,2,4,3,0,0,SA,20_21,4,9,1.2,1.6,1.8,1.4,-5,-0.6000000000000001,0.20000000000000018
2021-01-12,Wolves,Everton,1,2,A,1,1,D,12,5,3,3,6,5,2,2,0,0,PL,22_21,5,12,1.4,1.6,1.2,0.4,-7,0.19999999999999996,1.2000000000000002
2021-01-12,Burnley,Man United,0,1,A,0,0,D,11,13,0,7,3,4,1,2,0,0,PL,22_21,10,13,0.8,0.4,2.8,1.4,-3,-1.9999999999999998,-0.9999999999999999
2021-01-12,Sheffield United,Newcastle,1,0,H,0,0,D,17,7,4,3,5,2,2,3,0,1,PL,22_21,1,2,0.6,1.6,0.8,2.0,-1,-0.20000000000000007,-0.3999999999999999
2021-01-12,Ath Madrid,Sevilla,2,0,H,1,0,H,5,13,4,2,3,12,2,0,0,0,LL,20_21,12,11,1.6,0.8,1.6,0.8,1,0.0,0.0
2021-01-12,Granada,Osasuna,2,0,H,2,0,H,9,15,2,3,4,4,1,4,0,0,LL,20_21,6,4,0.8,1.8,1.0,1.4,2,-0.19999999999999996,0.40000000000000013
2021-01-13,Man City,Brighton,1,0,H,1,0,H,16,5,6,1,8,4,0,2,0,0,PL,22_21,11,4,1.4,0.4,1.2,1.4,7,0.19999999999999996,-0.9999999999999999
2021-01-13,Tottenham,Fulham,1,1,D,1,0,H,15,15,6,4,6,5,1,2,0,0,PL,22_21,5,4,1.2,1.2,0.4,0.8,1,0.7999999999999999,0.3999999999999999
2021-01-14,Arsenal,Crystal Palace,0,0,D,0,0,D,11,12,4,2,7,3,1,1,0,0,PL,22_21,10,5,2.0,0.8,0.8,2.4,5,1.2,-1.5999999999999999
2021-01-15,Lazio,Roma,3,0,H,2,0,H,9,5,9,2,1,7,5,4,0,0,SA,20_21,10,10,1.8,1.0,2.0,1.8,0,-0.19999999999999996,-0.8
2021-01-16,Torino,Spezia,0,0,D,0,0,D,8,6,2,3,6,2,3,3,0,1,SA,20_21,6,6,1.2,1.0,1.2,1.4,0,0.0,-0.3999999999999999
2021-01-16,Bologna,Verona,1,0,H,1,0,H,18,8,6,1,7,3,2,1,0,0,SA,20_21,4,8,1.0,1.4,1.2,1.0,-4,-0.19999999999999996,0.3999999999999999
2021-01-16,Leeds,Brighton,0,1,A,0,1,A,7,7,2,2,5,2,1,1,0,0,PL,22_21,9,3,2.6,2.2,1.2,1.6,6,1.4000000000000001,0.6000000000000001
2021-01-16,Wolves,West Brom,2,3,A,2,1,H,23,12,6,5,11,0,2,1,0,0,PL,22_21,2,2,1.2,1.8,0.4,2.8,0,0.7999999999999999,-0.9999999999999998
2021-01-16,Fulham,Chelsea,0,1,A,0,0,D,10,21,3,6,1,12,2,3,1,0,PL,22_21,5,4,0.6,0.6,1.4,1.8,1,-0.7999999999999999,-1.2000000000000002
2021-01-16,Leicester,Southampton,2,0,H,1,0,H,16,8,5,3,2,5,2,2,0,0,PL,22_21,8,6,1.4,1.2,0.4,0.4,2,0.9999999999999999,0.7999999999999999
2021-01-16,Sampdoria,Udinese,2,1,H,0,0,D,15,14,8,7,11,5,1,1,0,0,SA,20_21,6,2,1.6,1.6,1.0,2.2,4,0.6000000000000001,-0.6000000000000001
2021-01-16,West Ham,Burnley,1,0,H,1,0,H,15,10,4,2,7,4,2,1,0,0,PL,22_21,6,7,0.8,1.2,0.6,0.6,-1,0.20000000000000007,0.6
2021-01-17,Napoli,Fiorentina,6,0,H,4,0,H,10,10,7,3,1,4,1,0,0,0,SA,20_21,7,8,1.6,1.4,1.2,0.6,-1,0.40000000000000013,0.7999999999999999
2021-01-17,Sassuolo,Parma,1,1,D,0,1,A,15,11,6,2,5,2,3,2,0,0,SA,20_21,6,0,1.6,2.6,0.2,2.8,6,1.4000000000000001,-0.19999999999999973
2021-01-17,Atalanta,Genoa,0,0,D,0,0,D,15,6,4,3,9,1,1,2,0,0,SA,20_21,13,7,3.6,1.0,1.2,1.2,6,2.4000000000000004,-0.19999999999999996
2021-01-17,Inter,Juventus,2,0,H,1,0,H,16,8,6,4,3,4,2,2,0,0,SA,20_21,10,12,2.6,1.6,2.8,1.2,-2,-0.19999999999999973,0.40000000000000013
2021-01-17,Sheffield United,Tottenham,1,3,A,0,2,A,15,14,5,5,5,7,4,0,0,0,PL,22_21,4,5,0.4,1.0,1.2,1.2,-1,-0.7999999999999999,-0.19999999999999996
2021-01-17,Liverpool,Man United,0,0,D,0,0,D,17,8,3,4,7,3,2,1,0,0,PL,22_21,8,13,2.0,0.6,2.4,1.0,-5,-0.3999999999999999,-0.4
2021-01-17,Man City,Crystal Palace,4,0,H,1,0,H,13,2,6,0,11,1,0,0,0,0,PL,22_21,13,5,1.6,0.4,0.6,2.2,8,1.0,-1.8000000000000003
2021-01-17,Crotone,Benevento,4,1,H,2,0,H,6,14,3,6,4,13,1,3,0,1,SA,20_21,3,9,1.4,3.0,1.4,1.4,-6,0.0,1.6
2021-01-18,Cagliari,Milan,0,2,A,0,1,A,17,9,2,8,7,4,2,3,0,1,SA,20_21,1,12,1.0,2.2,2.0,1.2,-11,-1.0,1.0000000000000002
2021-01-18,Arsenal,Newcastle,3,0,H,0,0,D,20,4,6,1,7,2,0,0,0,0,PL,22_21,10,2,1.8,0.6,0.4,1.2,8,1.4,-0.6
2021-01-19,Alaves,Sevilla,1,2,A,1,2,A,12,7,3,3,3,2,3,3,0,0,LL,20_21,4,10,1.0,1.8,1.4,1.0,-6,-0.3999999999999999,0.8
2021-01-19,Cadiz,Levante,2,2,D,2,2,D,8,8,2,5,5,2,3,1,0,0,LL,20_21,5,10,0.8,1.0,2.0,1.6,-5,-1.2,-0.6000000000000001
2021-01-19,West Ham,West Brom,2,1,H,1,0,H,14,6,6,2,3,1,0,1,0,0,PL,22_21,8,4,0.8,1.0,0.8,3.0,4,0.0,-2.0
2021-01-19,Leicester,Chelsea,2,0,H,2,0,H,8,9,6,5,6,3,1,3,0,0,PL,22_21,11,7,1.8,0.8,1.4,1.4,4,0.40000000000000013,-0.5999999999999999
2021-01-19,Valladolid,Elche,2,2,D,0,2,A,13,9,2,3,4,5,1,3,1,0,LL,20_21,5,2,0.4,1.0,1.0,2.0,3,-0.6,-1.0
2021-01-20,Man City,Aston Villa,2,0,H,0,0,D,28,11,9,4,16,2,0,2,0,0,PL,22_21,15,8,2.2,0.2,1.6,0.6,7,0.6000000000000001,-0.39999999999999997
2021-01-20,Fulham,Man United,1,2,A,1,1,D,12,15,5,5,2,8,3,1,0,0,PL,22_21,4,11,0.4,0.6,1.2,0.6,-7,-0.7999999999999999,0.0
2021-01-20,Udinese,Atalanta,1,1,D,1,1,D,6,18,1,8,2,7,3,2,0,0,SA,20_21,1,11,1.0,2.4,2.8,0.8,-10,-1.7999999999999998,1.5999999999999999
2021-01-20,Villarreal,Granada,2,2,D,1,1,D,9,3,3,2,3,0,2,4,0,1,LL,20_21,10,6,2.0,1.0,0.8,1.8,4,1.2,-0.8
2021-01-20,Betis,Celta,2,1,H,2,1,H,12,10,4,3,5,6,2,3,0,0,LL,20_21,7,7,1.4,1.4,1.0,1.6,0,0.3999999999999999,-0.20000000000000018
2021-01-20,Getafe,Huesca,1,0,H,0,0,D,12,15,5,3,3,8,2,4,0,0,LL,20_21,7,1,1.2,0.8,0.4,1.6,6,0.7999999999999999,-0.8
2021-01-21,Eibar,Ath Madrid,1,2,A,1,1,D,12,9,2,4,3,3,2,2,0,0,LL,20_21,4,15,1.2,1.6,2.0,0.4,-11,-0.8,1.2000000000000002
2021-01-21,Liverpool,Burnley,0,1,A,0,0,D,27,6,6,4,12,0,2,1,0,0,PL,22_21,6,6,1.6,0.4,0.6,0.8,0,1.0,-0.4
2021-01-21,Valencia,Osasuna,1,1,D,0,1,A,10,14,3,5,9,4,1,3,0,0,LL,20_21,5,4,1.0,1.2,0.8,1.2,1,0.19999999999999996,0.0
2021-01-22,Levante,Valladolid,2,2,D,0,0,D,11,7,3,3,8,2,0,1,0,0,LL,20_21,8,5,2.0,1.8,0.6,1.2,3,1.4,0.6000000000000001
2021-01-22,Benevento,Torino,2,2,D,1,0,H,10,14,3,6,6,4,1,3,0,0,SA,20_21,6,6,1.2,2.2,1.0,0.8,0,0.19999999999999996,1.4000000000000001
2021-01-23,Fiorentina,Crotone,2,1,H,2,0,H,12,7,6,3,5,3,2,2,0,0,SA,20_21,7,6,1.0,1.6,2.0,2.6,1,-1.0,-1.0
2021-01-23,Udinese,Inter,0,0,D,0,0,D,6,10,1,4,3,4,3,2,0,0,SA,20_21,2,10,1.2,2.2,2.6,1.4,-8,-1.4000000000000001,0.8000000000000003
2021-01-23,Milan,Atalanta,0,3,A,0,1,A,10,19,3,10,5,7,2,1,0,0,SA,20_21,12,11,2.0,1.0,2.6,0.6,1,-0.6000000000000001,0.4
2021-01-23,Roma,Spezia,4,3,H,1,1,D,13,5,8,3,3,1,3,1,0,0,SA,20_21,10,7,1.8,1.6,1.0,1.0,3,0.8,0.6000000000000001
2021-01-23,Aston Villa,Newcastle,2,0,H,2,0,H,14,7,5,1,5,4,0,3,0,0,PL,22_21,7,1,1.6,1.0,0.2,1.6,6,1.4000000000000001,-0.6000000000000001
2021-01-23,Alaves,Real Madrid,1,4,A,0,3,A,14,10,4,7,4,4,5,3,0,0,LL,20_21,4,11,1.2,1.8,1.6,0.4,-7,-0.40000000000000013,1.4
2021-01-23,Sociedad,Betis,2,2,D,0,0,D,12,7,6,4,8,3,2,2,0,0,LL,20_21,4,10,1.0,1.6,1.8,1.2,-6,-0.8,0.40000000000000013
2021-01-23,Sevilla,Cadiz,3,0,H,2,0,H,15,9,7,3,7,6,1,3,0,0,LL,20_21,10,6,1.6,1.2,1.2,1.0,4,0.40000000000000013,0.19999999999999996
2021-01-23,Huesca,Villarreal,0,0,D,0,0,D,5,8,1,2,1,2,3,1,0,0,LL,20_21,1,8,0.4,1.4,1.8,1.2,-7,-1.4,0.19999999999999996
2021-01-24,Ath Madrid,Valencia,3,1,H,1,1,D,14,8,5,4,7,7,2,0,0,0,LL,20_21,15,5,1.8,0.4,0.8,1.0,10,1.0,-0.6
2021-01-24,Celta,Eibar,1,1,D,1,0,H,7,9,4,2,0,6,4,3,0,0,LL,20_21,4,4,0.8,2.0,1.2,1.4,0,-0.3999999999999999,0.6000000000000001
2021-01-24,Osasuna,Granada,3,1,H,2,0,H,7,12,4,1,1,5,5,4,1,0,LL,20_21,4,7,0.6,1.0,1.2,1.8,-3,-0.6,-0.8
2021-01-24,Elche,Barcelona,0,2,A,0,1,A,4,15,2,8,0,7,0,2,0,0,LL,20_21,3,13,1.2,1.8,2.4,0.6,-10,-1.2,1.2000000000000002
2021-01-24,Lazio,Sassuolo,2,1,H,1,1,D,18,5,8,1,9,6,2,3,0,0,SA,20_21,10,7,2.0,1.0,1.6,2.4,3,0.3999999999999999,-1.4
2021-01-24,Verona,Napoli,3,1,H,1,1,D,15,12,7,4,3,3,2,3,0,0,SA,20_21,7,10,1.0,1.0,2.8,1.0,-3,-1.7999999999999998,0.0
2021-01-24,Juventus,Bologna,2,0,H,1,0,H,22,12,12,3,7,6,3,2,0,0,SA,20_21,9,6,2.0,1.6,1.0,1.2,3,1.0,0.40000000000000013
2021-01-24,Parma,Sampdoria,0,2,A,0,2,A,11,11,7,4,5,5,1,1,0,0,SA,20_21,1,6,0.4,2.2,1.4,1.6,-5,-0.9999999999999999,0.6000000000000001
2021-01-24,Genoa,Cagliari,1,0,H,1,0,H,8,13,6,7,4,7,1,2,0,0,SA,20_21,8,0,1.2,0.8,0.8,2.4,8,0.3999999999999999,-1.5999999999999999
2021-01-25,Ath Bilbao,Getafe,5,1,H,1,1,D,11,6,8,2,4,4,4,4,0,0,LL,20_21,7,7,1.2,1.0,1.0,0.8,0,0.19999999999999996,0.19999999999999996
2021-01-26,West Brom,Man City,0,5,A,0,4,A,4,18,1,7,3,8,2,0,0,0,PL,22_21,4,15,1.0,2.8,2.4,0.2,-11,-1.4,2.5999999999999996
2021-01-26,Southampton,Arsenal,1,3,A,1,2,A,13,9,5,5,4,5,1,2,0,0,PL,22_21,5,13,0.2,0.6,2.2,0.2,-8,-2.0,0.39999999999999997
2021-01-26,Newcastle,Leeds,1,2,A,0,1,A,22,9,5,2,9,5,1,3,0,0,PL,22_21,1,6,0.2,1.6,1.6,2.0,-5,-1.4000000000000001,-0.3999999999999999
2021-01-26,Crystal Palace,West Ham,2,3,A,1,2,A,6,17,3,7,3,4,0,0,0,0,PL,22_21,5,11,0.6,1.6,1.2,0.6,-6,-0.6,1.0
2021-01-27,Chelsea,Wolves,0,0,D,0,0,D,14,4,5,0,13,1,1,1,0,0,PL,22_21,4,2,0.8,1.8,1.4,2.0,2,-0.5999999999999999,-0.19999999999999996
2021-01-27,Brighton,Fulham,0,0,D,0,0,D,16,10,5,3,10,0,2,1,0,0,PL,22_21,5,3,1.2,1.4,0.6,1.0,2,0.6,0.3999999999999999
2021-01-27,Everton,Leicester,1,1,D,1,0,H,8,19,2,6,5,11,1,1,0,0,PL,22_21,12,11,1.4,0.6,1.8,0.8,1,-0.40000000000000013,-0.20000000000000007
2021-01-27,Man United,Sheffield United,1,2,A,0,1,A,16,5,4,3,7,2,1,1,0,0,PL,22_21,13,3,1.2,0.4,0.4,1.4,10,0.7999999999999999,-0.9999999999999999
2021-01-27,Burnley,Aston Villa,3,2,H,0,1,A,10,18,5,10,2,4,1,0,0,0,PL,22_21,6,7,0.4,0.6,1.4,1.0,-1,-0.9999999999999999,-0.4
2021-01-28,Tottenham,Liverpool,1,3,A,0,1,A,3,14,2,7,1,2,1,2,0,0,PL,22_21,8,3,1.6,1.0,0.2,0.6,5,1.4000000000000001,0.4
2021-01-29,Valladolid,Huesca,1,3,A,0,1,A,14,11,4,5,6,7,2,2,0,0,LL,20_21,6,1,1.0,1.0,0.2,1.2,5,0.8,-0.19999999999999996
2021-01-29,Torino,Fiorentina,1,1,D,0,0,D,15,9,6,3,7,2,2,2,0,2,SA,20_21,6,7,1.2,1.0,0.8,1.8,-1,0.3999999999999999,-0.8
2021-01-30,Southampton,Aston Villa,0,1,A,0,1,A,20,8,5,4,7,1,1,0,0,0,PL,22_21,5,4,0.4,1.0,1.2,1.6,1,-0.7999999999999999,-0.6000000000000001
2021-01-30,Eibar,Sevilla,0,2,A,0,1,A,17,7,6,4,6,2,4,3,0,0,LL,20_21,5,10,1.2,1.2,1.8,1.2,-5,-0.6000000000000001,0.0
2021-01-30,Real Madrid,Levante,1,2,A,1,1,D,8,14,2,8,3,7,1,2,1,0,LL,20_21,11,8,1.8,0.4,2.2,2.0,3,-0.40000000000000013,-1.6
2021-01-30,Valencia,Elche,1,0,H,1,0,H,14,10,4,1,4,10,1,7,0,0,LL,20_21,5,2,1.0,1.4,0.8,1.8,3,0.19999999999999996,-0.40000000000000013
2021-01-30,Villarreal,Sociedad,1,1,D,1,0,H,4,12,2,3,1,7,1,3,0,0,LL,20_21,8,5,1.6,1.0,1.2,1.6,3,0.40000000000000013,-0.6000000000000001
2021-01-30,Sampdoria,Juventus,0,2,A,0,1,A,6,10,2,4,5,7,4,2,0,0,SA,20_21,9,12,1.4,1.0,2.4,1.0,-3,-1.0,0.0
2021-01-30,Bologna,Milan,1,2,A,0,1,A,10,17,5,13,6,4,2,1,0,0,SA,20_21,5,9,0.6,1.2,1.4,1.2,-4,-0.7999999999999999,0.0
2021-01-30,Inter,Benevento,4,0,H,1,0,H,13,0,8,0,7,3,0,2,0,0,SA,20_21,8,4,2.2,1.2,1.2,2.6,4,1.0000000000000002,-1.4000000000000001
2021-01-30,Arsenal,Man United,0,0,D,0,0,D,17,14,3,3,4,7,1,3,0,0,PL,22_21,13,10,2.2,0.2,1.2,0.8,3,1.0000000000000002,-0.6000000000000001
2021-01-30,West Brom,Fulham,2,2,D,0,1,A,5,12,3,7,2,3,1,0,0,0,PL,22_21,3,3,0.8,3.6,0.4,0.8,0,0.4,2.8
2021-01-30,Man City,Sheffield United,1,0,H,1,0,H,10,4,5,1,10,0,0,3,0,0,PL,22_21,15,6,3.0,0.2,0.8,1.4,9,2.2,-1.2
2021-01-30,Crystal Palace,Wolves,1,0,H,0,0,D,11,6,2,4,1,6,1,2,0,0,PL,22_21,5,2,1.0,1.6,1.2,1.8,3,-0.19999999999999996,-0.19999999999999996
2021-01-30,Everton,Newcastle,0,2,A,0,0,D,11,13,3,3,7,12,3,4,0,0,PL,22_21,10,0,1.2,0.8,0.4,2.0,10,0.7999999999999999,-1.2
